z, Pressure_0, Pressure_1, Pressure_2, Pressure_3, Velocity_0, GasTemperature_0, SolidTemperature_0, CH4_0, CO_0, O2_0, CO2_0, H2_0, H2O_0, AR_0, H(s)_0, O(s)_0, CH4(s)_0, H2O(s)_0, CO2(s)_0, CO(s)_0, OH(s)_0, C(s)_0, HCO(s)_0, CH(s)_0, CH3(s)_0, CH2(s)_0, COOH(s)_0, Ni(s)_0, Velocity_1, GasTemperature_1, SolidTemperature_1, CH4_1, CO_1, O2_1, CO2_1, H2_1, H2O_1, AR_1, H(s)_1, O(s)_1, CH4(s)_1, H2O(s)_1, CO2(s)_1, CO(s)_1, OH(s)_1, C(s)_1, HCO(s)_1, CH(s)_1, CH3(s)_1, CH2(s)_1, COOH(s)_1, Ni(s)_1, Velocity_2, GasTemperature_2, SolidTemperature_2, CH4_2, CO_2, O2_2, CO2_2, H2_2, H2O_2, AR_2, H(s)_2, O(s)_2, CH4(s)_2, H2O(s)_2, CO2(s)_2, CO(s)_2, OH(s)_2, C(s)_2, HCO(s)_2, CH(s)_2, CH3(s)_2, CH2(s)_2, COOH(s)_2, Ni(s)_2, Velocity_3_3, GasTemperature_3_3, SolidTemperature_3_3, CH4_3_3, CO_3_3, O2_3_3, CO2_3_3, H2_3_3, H2O_3_3, AR_3_3, H(s)_3_3, O(s)_3_3, CH4(s)_3_3, H2O(s)_3_3, CO2(s)_3_3, CO(s)_3_3, OH(s)_3_3, C(s)_3_3, HCO(s)_3_3, CH(s)_3_3, CH3(s)_3_3, CH2(s)_3_3, COOH(s)_3_3, Ni(s)_3_3, 
0.0110526, 1.00011e+06, 1.00011e+06, 1.00011e+06, 1.00079e+06, 0.167321, 1173, 1173, 0.0544915, 0.185647, 6.63475e-18, 0.198334, 0.0645273, 0.504791, 2.31728e-05, 0.264932, 0.00145839, 7.63965e-10, 0.00187816, 2.23356e-05, 0.407849, 6.91775e-05, 9.83301e-07, 3.2202e-10, 2.73592e-12, 2.20532e-10, 5.40812e-11, 6.96289e-08, 0.32379, 0.166284, 1173, 1173, 0.0553964, 0.181652, 9.42616e-18, 0.198504, 0.0627601, 0.502564, 2.30345e-05, 0.264151, 0.00149824, 7.90953e-10, 0.0019043, 2.27832e-05, 0.407388, 7.06025e-05, 9.57268e-07, 3.18794e-10, 2.77577e-12, 2.27057e-10, 5.58242e-11, 7.05592e-08, 0.324964, 0.164009, 1173, 1173, 0.0585902, 0.175268, 9.62351e-18, 0.201169, 0.0600191, 0.505902, 2.30981e-05, 0.262637, 0.00159092, 8.57231e-10, 0.00196433, 2.37107e-05, 0.405891, 7.38911e-05, 8.99165e-07, 3.10658e-10, 2.88282e-12, 2.43339e-10, 6.01777e-11, 7.23758e-08, 0.327819, 0.1491, 1173, 1173, 0.0680155, 0.157941, 1.28744e-17, 0.205169, 0.0533948, 0.516099, 2.32871e-05, 0.259016, 0.00187146, 1.06054e-09, 0.00213565, 2.61098e-05, 0.400576, 8.3563e-05, 7.53102e-07, 2.86823e-10, 3.27283e-12, 2.94624e-10, 7.42039e-11, 7.66246e-08, 0.336291, 
0.0121053, 1.0001e+06, 1.0001e+06, 1.0001e+06, 1.0007e+06, 0.16735, 1173, 1173, 0.0497913, 0.189596, 7.28551e-18, 0.200064, 0.06409, 0.494853, 2.2986e-05, 0.263778, 0.00142953, 7.01551e-10, 0.00185036, 2.26267e-05, 0.411289, 6.79808e-05, 1.02251e-06, 3.31352e-10, 2.6321e-12, 2.04483e-10, 5.02521e-11, 7.07154e-08, 0.321562, 0.16629, 1173, 1173, 0.0511585, 0.187487, 9.24129e-18, 0.202449, 0.0629271, 0.497516, 2.3084e-05, 0.262942, 0.00146891, 7.26943e-10, 0.00187613, 2.31059e-05, 0.410929, 6.93891e-05, 9.95882e-07, 3.28255e-10, 2.66639e-12, 2.10545e-10, 5.18659e-11, 7.17329e-08, 0.32269, 0.163976, 1173, 1173, 0.0542658, 0.181691, 1.16968e-17, 0.206206, 0.0602567, 0.501656, 2.32111e-05, 0.261283, 0.00155969, 7.88545e-10, 0.00193453, 2.41118e-05, 0.409737, 7.26055e-05, 9.37281e-07, 3.20575e-10, 2.75905e-12, 2.25503e-10, 5.58578e-11, 7.37671e-08, 0.325388, 0.146361, 1173, 1173, 0.062597, 0.164642, 1.20432e-17, 0.211441, 0.0533022, 0.508435, 2.33249e-05, 0.257174, 0.00182979, 9.72901e-10, 0.00209713, 2.67734e-05, 0.405611, 8.1879e-05, 7.92907e-07, 2.98669e-10, 3.09566e-12, 2.71522e-10, 6.84459e-11, 7.87415e-08, 0.333178, 
0.0131579, 1.00009e+06, 1.00009e+06, 1.00009e+06, 1.00061e+06, 0.167371, 1173, 1173, 0.0463952, 0.194486, 8.86272e-18, 0.20329, 0.0642908, 0.491593, 2.30648e-05, 0.262835, 0.00140799, 6.50543e-10, 0.00182928, 2.28745e-05, 0.414021, 6.70814e-05, 1.05402e-06, 3.38889e-10, 2.54757e-12, 1.91372e-10, 4.71396e-11, 7.16232e-08, 0.319816, 0.166283, 1173, 1173, 0.0476179, 0.191856, 8.95522e-18, 0.20528, 0.0629431, 0.492955, 2.31094e-05, 0.261978, 0.00144714, 6.75194e-10, 0.00185498, 2.3372e-05, 0.413698, 6.84836e-05, 1.02658e-06, 3.35794e-10, 2.57827e-12, 1.97204e-10, 4.86822e-11, 7.26894e-08, 0.320929, 0.163917, 1173, 1173, 0.0504937, 0.185815, 1.04386e-17, 0.209039, 0.0601289, 0.495963, 2.32036e-05, 0.260239, 0.00153646, 7.33617e-10, 0.00191231, 2.44274e-05, 0.412685, 7.16475e-05, 9.67321e-07, 3.28363e-10, 2.6605e-12, 2.11259e-10, 5.24199e-11, 7.48615e-08, 0.32353, 0.146155, 1173, 1173, 0.0583821, 0.169787, 1.21859e-17, 0.215929, 0.053282, 0.50297, 2.33837e-05, 0.255865, 0.00179823, 9.04804e-10, 0.00206867, 2.7246e-05, 0.409295, 8.06173e-05, 8.23893e-07, 3.077e-10, 2.95893e-12, 2.5363e-10, 6.39907e-11, 8.02809e-08, 0.330864, 
0.0142105, 1.00008e+06, 1.00008e+06, 1.00007e+06, 1.00052e+06, 0.167104, 1173, 1173, 0.042804, 0.198923, 8.05056e-18, 0.206892, 0.064019, 0.486815, 2.30871e-05, 0.261574, 0.00139283, 6.00137e-10, 0.00181136, 2.32654e-05, 0.417003, 6.63919e-05, 1.08394e-06, 3.46758e-10, 2.46358e-12, 1.7833e-10, 4.40868e-11, 7.28824e-08, 0.318128, 0.165995, 1173, 1173, 0.0439564, 0.196488, 8.90061e-18, 0.209277, 0.0626765, 0.488314, 2.31509e-05, 0.26065, 0.00143181, 6.22975e-10, 0.00183663, 2.38003e-05, 0.4168, 6.77821e-05, 1.05634e-06, 3.43856e-10, 2.48905e-12, 1.83652e-10, 4.54963e-11, 7.40475e-08, 0.319189, 0.163594, 1173, 1173, 0.0465103, 0.190426, 9.58962e-18, 0.213381, 0.0597184, 0.490181, 2.32197e-05, 0.258751, 0.00152005, 6.76582e-10, 0.00189235, 2.49429e-05, 0.416101, 7.08912e-05, 9.974e-07, 3.36973e-10, 2.55836e-12, 1.96377e-10, 4.88866e-11, 7.64507e-08, 0.321639, 0.14315, 1173, 1173, 0.0535478, 0.175403, 1.22376e-17, 0.222216, 0.0528051, 0.495804, 2.34131e-05, 0.253913, 0.0017754, 8.30798e-10, 0.00204147, 2.80279e-05, 0.413746, 7.95755e-05, 8.56631e-07, 3.18153e-10, 2.81243e-12, 2.34095e-10, 5.9224e-11, 8.25655e-08, 0.328415, 
0.0152632, 1.00006e+06, 1.00006e+06, 1.00006e+06, 1.00043e+06, 0.166933, 1173, 1173, 0.0402964, 0.203274, 1.07625e-17, 0.21062, 0.0641714, 0.486161, 2.32493e-05, 0.260667, 0.00138239, 5.61866e-10, 0.00179901, 2.35556e-05, 0.419146, 6.59165e-05, 1.10562e-06, 3.52509e-10, 2.39897e-12, 1.68425e-10, 4.17688e-11, 7.38169e-08, 0.316915, 0.165803, 1173, 1173, 0.0411616, 0.199505, 8.59214e-18, 0.211731, 0.0623984, 0.484422, 2.31646e-05, 0.25972, 0.00142123, 5.84044e-10, 0.00182409, 2.41081e-05, 0.418982, 6.73005e-05, 1.07763e-06, 3.49644e-10, 2.42182e-12, 1.73552e-10, 4.31209e-11, 7.50266e-08, 0.31796, 0.16337, 1173, 1173, 0.043457, 0.192903, 1.22147e-17, 0.215418, 0.0592325, 0.484495, 2.31632e-05, 0.257756, 0.00150856, 6.35053e-10, 0.00187886, 2.52942e-05, 0.418427, 7.03706e-05, 1.01858e-06, 3.42997e-10, 2.48341e-12, 1.85554e-10, 4.6313e-11, 7.75443e-08, 0.320333, 0.142832, 1173, 1173, 0.050343, 0.179497, 1.28121e-17, 0.226375, 0.0526736, 0.492304, 2.35028e-05, 0.252743, 0.00175857, 7.79658e-10, 0.00202338, 2.84988e-05, 0.416566, 7.88459e-05, 8.79051e-07, 3.25089e-10, 2.71085e-12, 2.20645e-10, 5.59243e-11, 8.39789e-08, 0.3268, 
0.0163158, 1.00005e+06, 1.00005e+06, 1.00005e+06, 1.00034e+06, 0.166407, 1173, 1173, 0.0368846, 0.206036, 8.92096e-18, 0.213692, 0.0632797, 0.479593, 2.31768e-05, 0.259252, 0.00137703, 5.18111e-10, 0.00178784, 2.40622e-05, 0.421929, 6.55841e-05, 1.12851e-06, 3.59529e-10, 2.32322e-12, 1.56982e-10, 3.9126e-11, 7.53162e-08, 0.315564, 0.165256, 1173, 1173, 0.0379732, 0.204105, 8.61016e-18, 0.216916, 0.0620199, 0.481821, 2.3296e-05, 0.258231, 0.00141594, 5.38272e-10, 0.00181249, 2.46574e-05, 0.42189, 6.69614e-05, 1.10063e-06, 3.56886e-10, 2.34089e-12, 1.61555e-10, 4.0338e-11, 7.6634e-08, 0.316557, 0.16279, 1173, 1173, 0.040134, 0.19836, 9.56703e-18, 0.221955, 0.0589744, 0.48289, 2.33717e-05, 0.256099, 0.00150289, 5.84318e-10, 0.00186575, 2.59407e-05, 0.421647, 6.99927e-05, 1.04237e-06, 3.5082e-10, 2.39026e-12, 1.72207e-10, 4.31867e-11, 7.93973e-08, 0.318789, 0.139607, 1173, 1173, 0.0457772, 0.184185, 1.18846e-17, 0.232878, 0.0518309, 0.484885, 2.35105e-05, 0.250627, 0.00174936, 7.12866e-10, 0.0020039, 2.94327e-05, 0.42073, 7.82599e-05, 9.06119e-07, 3.34681e-10, 2.57793e-12, 2.02941e-10, 5.16652e-11, 8.6539e-08, 0.324781, 
0.0173684, 1.00004e+06, 1.00004e+06, 1.00004e+06, 1.00026e+06, 0.166129, 1173, 1173, 0.034964, 0.208634, 8.31552e-18, 0.216386, 0.0630786, 0.478283, 2.32642e-05, 0.258444, 0.00137423, 4.90848e-10, 0.00178191, 2.43626e-05, 0.423526, 6.54087e-05, 1.14159e-06, 3.63624e-10, 2.27479e-12, 1.49848e-10, 3.74723e-11, 7.62074e-08, 0.314783, 0.164967, 1173, 1173, 0.0358953, 0.206068, 9.50399e-18, 0.219022, 0.0616075, 0.478863, 2.33104e-05, 0.2574, 0.00141311, 5.10213e-10, 0.00180635, 2.49753e-05, 0.42353, 6.67808e-05, 1.11365e-06, 3.61047e-10, 2.29014e-12, 1.54202e-10, 3.86251e-11, 7.75681e-08, 0.315758, 0.162487, 1173, 1173, 0.0379068, 0.200114, 8.51835e-18, 0.223932, 0.0584765, 0.479016, 2.33535e-05, 0.25522, 0.00149949, 5.54269e-10, 0.00185876, 2.62935e-05, 0.423393, 6.97824e-05, 1.05565e-06, 3.55176e-10, 2.33417e-12, 1.64314e-10, 4.13277e-11, 8.04175e-08, 0.317932, 0.139278, 1173, 1173, 0.04346, 0.18689, 1.19741e-17, 0.235988, 0.0515816, 0.48218, 2.3571e-05, 0.249678, 0.00174241, 6.77085e-10, 0.00199359, 2.98554e-05, 0.422736, 7.79029e-05, 9.20559e-07, 3.39553e-10, 2.50623e-12, 1.93504e-10, 4.93709e-11, 8.77303e-08, 0.323741, 
0.0184211, 1.00003e+06, 1.00002e+06, 1.00002e+06, 1.00017e+06, 0.165332, 1173, 1173, 0.0317841, 0.211834, 8.39487e-18, 0.221183, 0.0621353, 0.473852, 2.33088e-05, 0.256785, 0.00137709, 4.48832e-10, 0.00177579, 2.50257e-05, 0.426345, 6.53643e-05, 1.1592e-06, 3.70348e-10, 2.19705e-12, 1.38711e-10, 3.49192e-11, 7.80656e-08, 0.313626, 0.16415, 1173, 1173, 0.0325955, 0.209319, 8.85011e-18, 0.224052, 0.0606274, 0.474092, 2.33515e-05, 0.255666, 0.00141622, 4.66261e-10, 0.00179973, 2.56853e-05, 0.426472, 6.67317e-05, 1.13157e-06, 3.67996e-10, 2.20771e-12, 1.4254e-10, 3.59398e-11, 7.95392e-08, 0.314553, 0.161641, 1173, 1173, 0.0343982, 0.204057, 9.51182e-18, 0.230101, 0.0575768, 0.47468, 2.34454e-05, 0.253316, 0.00150281, 5.05347e-10, 0.00185066, 2.71123e-05, 0.426634, 6.97075e-05, 1.07462e-06, 3.62696e-10, 2.24004e-12, 1.51314e-10, 3.8305e-11, 8.26489e-08, 0.316599, 0.135838, 1173, 1173, 0.0390231, 0.191473, 1.17486e-17, 0.243888, 0.0505426, 0.475653, 2.36379e-05, 0.247306, 0.0017447, 6.12025e-10, 0.00197976, 3.10001e-05, 0.426865, 7.76833e-05, 9.43067e-07, 3.4876e-10, 2.37328e-12, 1.76162e-10, 4.52298e-11, 9.07173e-08, 0.321995, 
0.0194737, 1.00001e+06, 1.00001e+06, 1.00001e+06, 1.00008e+06, 0.165069, 1173, 1173, 0.0306309, 0.213013, 8.37132e-18, 0.222728, 0.0618252, 0.472678, 2.33438e-05, 0.256203, 0.00137884, 4.33295e-10, 0.00177444, 2.52717e-05, 0.427318, 6.53808e-05, 1.16474e-06, 3.72674e-10, 2.16724e-12, 1.34585e-10, 3.39687e-11, 7.87533e-08, 0.313234, 0.163882, 1173, 1173, 0.0314142, 0.21053, 8.76169e-18, 0.225683, 0.0603164, 0.472871, 2.33889e-05, 0.255067, 0.00141803, 4.50143e-10, 0.00179822, 2.59448e-05, 0.427475, 6.67463e-05, 1.13718e-06, 3.70375e-10, 2.17643e-12, 1.38257e-10, 3.49488e-11, 8.02582e-08, 0.314148, 0.161372, 1173, 1173, 0.0331515, 0.205287, 9.50713e-18, 0.231811, 0.0572623, 0.473225, 2.34791e-05, 0.252692, 0.00150435, 4.87974e-10, 0.00184857, 2.73942e-05, 0.427697, 6.97036e-05, 1.08059e-06, 3.65195e-10, 2.20575e-12, 1.467e-10, 3.72254e-11, 8.34187e-08, 0.31616, 0.135609, 1173, 1173, 0.0377271, 0.192902, 1.17708e-17, 0.245666, 0.0503259, 0.474122, 2.36726e-05, 0.246702, 0.00174372, 5.92312e-10, 0.00197543, 3.12969e-05, 0.427999, 7.75766e-05, 9.50062e-07, 3.51438e-10, 2.33286e-12, 1.7094e-10, 4.39666e-11, 9.15116e-08, 0.32147, 
0.0205263, 1e+06, 1e+06, 1e+06, 1e+06, 0.1639, 1173, 1173, 0.0271447, 0.2161, 8.49138e-18, 0.229091, 0.0604696, 0.468011, 2.34261e-05, 0.254105, 0.00139107, 3.87508e-10, 0.00177307, 2.61929e-05, 0.430474, 6.56449e-05, 1.17793e-06, 3.79721e-10, 2.07518e-12, 1.22269e-10, 3.11503e-11, 8.12327e-08, 0.312163, 0.162698, 1173, 1173, 0.0278051, 0.213731, 8.82736e-18, 0.232358, 0.0589474, 0.467924, 2.34719e-05, 0.252891, 0.00143067, 4.02189e-10, 0.0017962, 2.69213e-05, 0.430759, 6.70056e-05, 1.15094e-06, 3.77664e-10, 2.07944e-12, 1.25364e-10, 3.19849e-11, 8.28632e-08, 0.313028, 0.16017, 1173, 1173, 0.0292498, 0.208741, 9.53013e-18, 0.239152, 0.0558665, 0.467593, 2.35586e-05, 0.250348, 0.00151761, 4.34856e-10, 0.00184487, 2.84941e-05, 0.431272, 6.99402e-05, 1.09574e-06, 3.73042e-10, 2.09698e-12, 1.32435e-10, 3.39131e-11, 8.63013e-08, 0.314919, 0.131909, 1173, 1173, 0.0329468, 0.197122, 1.18473e-17, 0.254926, 0.0488953, 0.466698, 2.37446e-05, 0.243909, 0.00175784, 5.23016e-10, 0.00196612, 3.27628e-05, 0.432388, 7.77064e-05, 9.68901e-07, 3.60809e-10, 2.18543e-12, 1.52359e-10, 3.9535e-11, 9.51869e-08, 0.319868, 
